"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
2363,"MA-JDI","JDI","El Jadida","AF","MA","http://en.wikipedia.org/wiki/El_Jadida",
2364,"MA-JRA","JRA","Jerada","AF","MA","http://en.wikipedia.org/wiki/Jerada",
2365,"MA-KEN","KEN","Kénitra","AF","MA","http://en.wikipedia.org/wiki/Kénitra",
2366,"MA-KES","KES","Kelaat Sraghna","AF","MA","http://en.wikipedia.org/wiki/Kelaat_Sraghna",
2367,"MA-KHE","KHE","Khemisaet","AF","MA","http://en.wikipedia.org/wiki/Khemisaet",
2368,"MA-KHN","KHN","Khenifra","AF","MA","http://en.wikipedia.org/wiki/Khenifra",
2369,"MA-KHO","KHO","Khouribga","AF","MA","http://en.wikipedia.org/wiki/Khouribga",
2370,"MA-LAA","LAA","Laâyoune (EH)","AF","MA","http://en.wikipedia.org/wiki/Laâyoune_(EH)",
2371,"MA-LAP","LAP","Larache","AF","MA","http://en.wikipedia.org/wiki/Larache",
2372,"MA-MAR","MAR","Marrakech","AF","MA","http://en.wikipedia.org/wiki/Marrakech",
2373,"MA-MEK","MEK","Meknsès","AF","MA","http://en.wikipedia.org/wiki/Meknsès",
2374,"MA-MEL","MEL","Aït Melloul","AF","MA","http://en.wikipedia.org/wiki/Aït_Melloul",
2375,"MA-NAD","NAD","Nador","AF","MA","http://en.wikipedia.org/wiki/Nador",
2376,"MA-OUA","OUA","Ouarzazate","AF","MA","http://en.wikipedia.org/wiki/Ouarzazate",
2377,"MA-OUD","OUD","Oued ed Dahab (EH)","AF","MA","http://en.wikipedia.org/wiki/Oued_ed_Dahab_(EH)",
2378,"MA-OUJ","OUJ","Oujda","AF","MA","http://en.wikipedia.org/wiki/Oujda",
2379,"MA-RBA","RBA","Rabat-Salé","AF","MA","http://en.wikipedia.org/wiki/Rabat-Salé",
2380,"MA-SAF","SAF","Safi","AF","MA","http://en.wikipedia.org/wiki/Safi",
2381,"MA-SEF","SEF","Sefrou","AF","MA","http://en.wikipedia.org/wiki/Sefrou",
2382,"MA-SET","SET","Settat","AF","MA","http://en.wikipedia.org/wiki/Settat",
2383,"MA-SIK","SIK","Sidl Kacem","AF","MA","http://en.wikipedia.org/wiki/Sidl_Kacem",
2384,"MA-TAO","TAO","Taounate","AF","MA","http://en.wikipedia.org/wiki/Taounate",
2385,"MA-TAR","TAR","Taroudannt","AF","MA","http://en.wikipedia.org/wiki/Taroudannt",
2386,"MA-TAT","TAT","Tata","AF","MA","http://en.wikipedia.org/wiki/Tata",
2387,"MA-TAZ","TAZ","Taza","AF","MA","http://en.wikipedia.org/wiki/Taza",
2388,"MA-TET","TET","Tétouan","AF","MA","http://en.wikipedia.org/wiki/Tétouan",
2389,"MA-TIZ","TIZ","Tiznit","AF","MA","http://en.wikipedia.org/wiki/Tiznit",
2390,"MA-TNG","TNG","Tanger","AF","MA","http://en.wikipedia.org/wiki/Tanger",
2391,"MA-TNT","TNT","Tan-Tan","AF","MA","http://en.wikipedia.org/wiki/Tan-Tan",
2392,"MA-U-A","U-A","(unassigned)","AF","MA",,
2393,"MC-U-A","U-A","(unassigned)","EU","MC",,
4246,"MD-AN","AN","Anenii Noi","EU","MD","http://en.wikipedia.org/wiki/Anenii_Noi",
4247,"MD-BE","BE","Bender","EU","MD","http://en.wikipedia.org/wiki/Bender",
4248,"MD-BL","BL","Bălţi","EU","MD","http://en.wikipedia.org/wiki/Bălţi",
4249,"MD-BR","BR","Briceni","EU","MD","http://en.wikipedia.org/wiki/Briceni",
4250,"MD-BS","BS","Basarabeanca","EU","MD","http://en.wikipedia.org/wiki/Basarabeanca",
4251,"MD-C","C","Chişinău","EU","MD","http://en.wikipedia.org/wiki/Chişinău",
4252,"MD-CC","CC","Cameanca","EU","MD","http://en.wikipedia.org/wiki/Cameanca",
4253,"MD-CG","CG","Ceadîr-Lunga","EU","MD","http://en.wikipedia.org/wiki/Ceadîr-Lunga",
4254,"MD-CH","CH","Cahul","EU","MD","http://en.wikipedia.org/wiki/Cahul",
4255,"MD-CL","CL","Călăraşi","EU","MD","http://en.wikipedia.org/wiki/Călăraşi",
4256,"MD-CM","CM","Cimişlia","EU","MD","http://en.wikipedia.org/wiki/Cimişlia",
4257,"MD-CN","CN","Cainari","EU","MD","http://en.wikipedia.org/wiki/Cainari",
4258,"MD-CO","CO","Comrat","EU","MD","http://en.wikipedia.org/wiki/Comrat",
4259,"MD-CR","CR","Criuleni","EU","MD","http://en.wikipedia.org/wiki/Criuleni",
4260,"MD-CS","CS","Căuşeni/Căuşani","EU","MD","http://en.wikipedia.org/wiki/Căuşeni/Căuşani",
4261,"MD-CT","CT","Cantemir","EU","MD","http://en.wikipedia.org/wiki/Cantemir",
4262,"MD-DB","DB","Dubăsari","EU","MD","http://en.wikipedia.org/wiki/Dubăsari",
4263,"MD-DN","DN","Donduşeni","EU","MD","http://en.wikipedia.org/wiki/Donduşeni",
4264,"MD-DR","DR","Drochia","EU","MD","http://en.wikipedia.org/wiki/Drochia",
2397,"MD-ED","ED","Edineţ","EU","MD","http://en.wikipedia.org/wiki/Edineţ",
4265,"MD-FL","FL","Făleşti","EU","MD","http://en.wikipedia.org/wiki/Făleşti",
4266,"MD-FR","FR","Floreşti","EU","MD","http://en.wikipedia.org/wiki/Floreşti",
4267,"MD-GL","GL","Glodeni","EU","MD","http://en.wikipedia.org/wiki/Glodeni",
4268,"MD-HN","HN","Hînceşti","EU","MD","http://en.wikipedia.org/wiki/Hînceşti",
4269,"MD-IL","IL","Ialoveni","EU","MD","http://en.wikipedia.org/wiki/Ialoveni",
4270,"MD-LV","LV","Leova","EU","MD","http://en.wikipedia.org/wiki/Leova",
4271,"MD-NS","NS","Nisporeni","EU","MD","http://en.wikipedia.org/wiki/Nisporeni",
4272,"MD-OC","OC","Ocniţa","EU","MD","http://en.wikipedia.org/wiki/Ocniţa",
2400,"MD-OR","OR","Orhei","EU","MD","http://en.wikipedia.org/wiki/Orhei",
4273,"MD-RB","RB","Rîbniţa","EU","MD","http://en.wikipedia.org/wiki/Rîbniţa",
4274,"MD-RS","RS","Rîşcani","EU","MD","http://en.wikipedia.org/wiki/Rîşcani",
4275,"MD-RZ","RZ","Rezina","EU","MD","http://en.wikipedia.org/wiki/Rezina",
4276,"MD-SG","SG","Sîngerei","EU","MD","http://en.wikipedia.org/wiki/Sîngerei",
4277,"MD-SL","SL","Slobozia","EU","MD","http://en.wikipedia.org/wiki/Slobozia",
4278,"MD-SR","SR","Soroca","EU","MD","http://en.wikipedia.org/wiki/Soroca",
4279,"MD-ST","ST","Străşeni","EU","MD","http://en.wikipedia.org/wiki/Străşeni",
4280,"MD-SV","SV","Ştefan-Vodă","EU","MD","http://en.wikipedia.org/wiki/Ştefan-Vodă",
2403,"MD-TA","TA","Taraclia","EU","MD","http://en.wikipedia.org/wiki/Taraclia",
4281,"MD-TL","TL","Teleneşti","EU","MD","http://en.wikipedia.org/wiki/Teleneşti",
4282,"MD-TR","TR","Tiraspol","EU","MD","http://en.wikipedia.org/wiki/Tiraspol",
2405,"MD-U-A","U-A","(unassigned)","EU","MD",,
2406,"MD-UN","UN","Ungheni","EU","MD","http://en.wikipedia.org/wiki/Ungheni",
4283,"MD-VL","VL","Vulcăneşti","EU","MD","http://en.wikipedia.org/wiki/Vulcăneşti",
4412,"ME-01",01,"Andrijevica Municipality","EU","ME","http://en.wikipedia.org/wiki/Andrijevica",
4413,"ME-02",02,"Bar Municipality","EU","ME","http://en.wikipedia.org/wiki/Bar,_Montenegro",
4414,"ME-03",03,"Berane Municipality","EU","ME","http://en.wikipedia.org/wiki/Berane",
4415,"ME-04",04,"Bijelo Polje Municipality","EU","ME","http://en.wikipedia.org/wiki/Bijelo_Polje",
4416,"ME-05",05,"Budva Municipality","EU","ME","http://en.wikipedia.org/wiki/Budva",
4417,"ME-06",06,"Cetinje Municipality","EU","ME","http://en.wikipedia.org/wiki/Cetinje",
4418,"ME-07",07,"Danilovgrad Municipality","EU","ME","http://en.wikipedia.org/wiki/Danilovgrad",
4419,"ME-08",08,"Herceg-Novi Municipality","EU","ME","http://en.wikipedia.org/wiki/Herceg-Novi",
4420,"ME-09",09,"Kolašin Municipality","EU","ME","http://en.wikipedia.org/wiki/Kola%C5%A1in",
4421,"ME-10",10,"Kotor Municipality","EU","ME","http://en.wikipedia.org/wiki/Kotor",
4422,"ME-11",11,"Mojkovac Municipality","EU","ME","http://en.wikipedia.org/wiki/Mojkovac",
4423,"ME-12",12,"Nikšić Municipality","EU","ME","http://en.wikipedia.org/wiki/Nik%C5%A1i%C4%87",
4424,"ME-13",13,"Plav Municipality","EU","ME","http://en.wikipedia.org/wiki/Plav",
4425,"ME-14",14,"Pljevlja Municipality","EU","ME","http://en.wikipedia.org/wiki/Pljevlja",
4426,"ME-15",15,"Plužine Municipality","EU","ME","http://en.wikipedia.org/wiki/Plu%C5%BEine",
4427,"ME-16",16,"Podgorica Municipality","EU","ME","http://en.wikipedia.org/wiki/Podgorica",
4428,"ME-17",17,"Rožaje Municipality","EU","ME","http://en.wikipedia.org/wiki/Ro%C5%BEaje",
4429,"ME-18",18,"Šavnik Municipality","EU","ME","http://en.wikipedia.org/wiki/%C5%A0avnik",
4430,"ME-19",19,"Tivat Municipality","EU","ME","http://en.wikipedia.org/wiki/Tivat",
4431,"ME-20",20,"Ulcinj Municipality","EU","ME","http://en.wikipedia.org/wiki/Ulcinj",
4432,"ME-21",21,"Žabljak Municipality","EU","ME","http://en.wikipedia.org/wiki/%C5%BDabljak",
2407,"ME-U-A","U-A","(unassigned)","EU","ME",,
4728,"MF-U-A","U-A","(unassigned)","NA","MF",,
2408,"MG-A","A","Toamasina","AF","MG","http://en.wikipedia.org/wiki/Toamasina",
2409,"MG-D","D","Antsiranana","AF","MG","http://en.wikipedia.org/wiki/Antsiranana",
2410,"MG-F","F","Fianarantsoa","AF","MG","http://en.wikipedia.org/wiki/Fianarantsoa",
2411,"MG-M","M","Mahajanga","AF","MG","http://en.wikipedia.org/wiki/Mahajanga",
2412,"MG-T","T","Antananarivo","AF","MG","http://en.wikipedia.org/wiki/Antananarivo",
2413,"MG-U","U","Toliara","AF","MG","http://en.wikipedia.org/wiki/Toliara",
2414,"MG-U-A","U-A","(unassigned)","AF","MG",,
2415,"MH-ALK","ALK","Ailuk","OC","MH","http://en.wikipedia.org/wiki/Ailuk",
2416,"MH-ALL","ALL","Ailinglapalap","OC","MH","http://en.wikipedia.org/wiki/Ailinglapalap",
2417,"MH-ARN","ARN","Arno","OC","MH","http://en.wikipedia.org/wiki/Arno",
2418,"MH-AUR","AUR","Aur","OC","MH","http://en.wikipedia.org/wiki/Aur",
4411,"MH-BIK","BIK","Bikini","OC","MH","http://en.wikipedia.org/wiki/Bikini",
2419,"MH-EBO","EBO","Ebon","OC","MH","http://en.wikipedia.org/wiki/Ebon",
2420,"MH-ENI","ENI","Eniwetok","OC","MH","http://en.wikipedia.org/wiki/Eniwetok",
2421,"MH-JAL","JAL","Jaluit","OC","MH","http://en.wikipedia.org/wiki/Jaluit",
2422,"MH-KIL","KIL","Kili","OC","MH","http://en.wikipedia.org/wiki/Kili",
2423,"MH-KWA","KWA","Kwajalein","OC","MH","http://en.wikipedia.org/wiki/Kwajalein",
2424,"MH-LAE","LAE","Lae","OC","MH","http://en.wikipedia.org/wiki/Lae",
2425,"MH-LIB","LIB","Lib","OC","MH","http://en.wikipedia.org/wiki/Lib",
2426,"MH-LIK","LIK","Likiep","OC","MH","http://en.wikipedia.org/wiki/Likiep",
2427,"MH-MAJ","MAJ","Majuro","OC","MH","http://en.wikipedia.org/wiki/Majuro",
2428,"MH-MAL","MAL","Maloelap","OC","MH","http://en.wikipedia.org/wiki/Maloelap",
2429,"MH-MEJ","MEJ","Mejit","OC","MH","http://en.wikipedia.org/wiki/Mejit",
2430,"MH-MIL","MIL","Mili","OC","MH","http://en.wikipedia.org/wiki/Mili",
2431,"MH-NMK","NMK","Namorik","OC","MH","http://en.wikipedia.org/wiki/Namorik",
2432,"MH-NMU","NMU","Namu","OC","MH","http://en.wikipedia.org/wiki/Namu",
2433,"MH-RON","RON","Rongelap","OC","MH","http://en.wikipedia.org/wiki/Rongelap",
2434,"MH-U-A","U-A","(unassigned)","OC","MH",,
2435,"MH-UJA","UJA","Ujae","OC","MH","http://en.wikipedia.org/wiki/Ujae",
2436,"MH-UJL","UJL","Ujelang","OC","MH","http://en.wikipedia.org/wiki/Ujelang",
2437,"MH-UTI","UTI","Utirik","OC","MH","http://en.wikipedia.org/wiki/Utirik",
2438,"MH-WTJ","WTJ","Wotje","OC","MH","http://en.wikipedia.org/wiki/Wotje",
2439,"MH-WTN","WTN","Wotho","OC","MH","http://en.wikipedia.org/wiki/Wotho",
4326,"MK-01",01,"Aerodrom municipality","EU","MK","http://en.wikipedia.org/wiki/Aerodrom_municipality",
4327,"MK-02",02,"Aračinovo","EU","MK","http://en.wikipedia.org/wiki/Aračinovo",
4328,"MK-03",03,"Berovo","EU","MK","http://en.wikipedia.org/wiki/Berovo",
4329,"MK-04",04,"Bitola","EU","MK","http://en.wikipedia.org/wiki/Bitola",
4330,"MK-05",05,"Bogdanci","EU","MK","http://en.wikipedia.org/wiki/Bogdanci",
4331,"MK-06",06,"Bogovinje","EU","MK","http://en.wikipedia.org/wiki/Bogovinje",
4332,"MK-07",07,"Bosilovo","EU","MK","http://en.wikipedia.org/wiki/Bosilovo",
4333,"MK-08",08,"Brvenica","EU","MK","http://en.wikipedia.org/wiki/Brvenica",
4334,"MK-09",09,"Butel","EU","MK","http://en.wikipedia.org/wiki/Butel",
4335,"MK-10",10,"Valandovo","EU","MK","http://en.wikipedia.org/wiki/Valandovo",
4336,"MK-11",11,"Vasilevo","EU","MK","http://en.wikipedia.org/wiki/Vasilevo",
4337,"MK-12",12,"Vevčani","EU","MK","http://en.wikipedia.org/wiki/Vevčani",
4338,"MK-13",13,"Veles","EU","MK","http://en.wikipedia.org/wiki/Veles",
4339,"MK-14",14,"Vinica","EU","MK","http://en.wikipedia.org/wiki/Vinica",
4340,"MK-15",15,"Vraneštica","EU","MK","http://en.wikipedia.org/wiki/Vraneštica",
4341,"MK-16",16,"Vrapčište","EU","MK","http://en.wikipedia.org/wiki/Vrapčište",
4342,"MK-17",17,"Gazi Baba","EU","MK","http://en.wikipedia.org/wiki/Gazi_Baba",
4343,"MK-18",18,"Gevgelija","EU","MK","http://en.wikipedia.org/wiki/Gevgelija",
4344,"MK-19",19,"Gostivar","EU","MK","http://en.wikipedia.org/wiki/Gostivar",
4345,"MK-20",20,"Gradsko","EU","MK","http://en.wikipedia.org/wiki/Gradsko",
4346,"MK-21",21,"Debar","EU","MK","http://en.wikipedia.org/wiki/Debar",
4347,"MK-22",22,"Debarca","EU","MK","http://en.wikipedia.org/wiki/Debarca",
4348,"MK-23",23,"Delčevo","EU","MK","http://en.wikipedia.org/wiki/Delčevo",
4349,"MK-24",24,"Demir Kapija","EU","MK","http://en.wikipedia.org/wiki/Demir_Kapija",
4350,"MK-25",25,"Demir Hisar","EU","MK","http://en.wikipedia.org/wiki/Demir_Hisar",
4351,"MK-26",26,"Dojran","EU","MK","http://en.wikipedia.org/wiki/Dojran",
4352,"MK-27",27,"Dolneni","EU","MK","http://en.wikipedia.org/wiki/Dolneni",
4353,"MK-28",28,"Drugovo","EU","MK","http://en.wikipedia.org/wiki/Drugovo",
4354,"MK-29",29,"Gjorče Petrov","EU","MK","http://en.wikipedia.org/wiki/Gjorče_Petrov",
4355,"MK-30",30,"Želino","EU","MK","http://en.wikipedia.org/wiki/Želino",
4356,"MK-31",31,"Zajas","EU","MK","http://en.wikipedia.org/wiki/Zajas",
4357,"MK-32",32,"Zelenikovo","EU","MK","http://en.wikipedia.org/wiki/Zelenikovo",
4358,"MK-33",33,"Zrnovci","EU","MK","http://en.wikipedia.org/wiki/Zrnovci",
4359,"MK-34",34,"Ilinden","EU","MK","http://en.wikipedia.org/wiki/Ilinden",
4360,"MK-35",35,"Jegunovce","EU","MK","http://en.wikipedia.org/wiki/Jegunovce",
4361,"MK-36",36,"Kavadarci","EU","MK","http://en.wikipedia.org/wiki/Kavadarci",
4362,"MK-37",37,"Karbinci","EU","MK","http://en.wikipedia.org/wiki/Karbinci",
4363,"MK-38",38,"Karpoš","EU","MK","http://en.wikipedia.org/wiki/Karpoš",
4364,"MK-39",39,"Kisela Voda","EU","MK","http://en.wikipedia.org/wiki/Kisela_Voda",
4365,"MK-40",40,"Kičevo","EU","MK","http://en.wikipedia.org/wiki/Kičevo",
4366,"MK-41",41,"Konče","EU","MK","http://en.wikipedia.org/wiki/Konče",
4367,"MK-42",42,"Kočani","EU","MK","http://en.wikipedia.org/wiki/Kočani",
4368,"MK-43",43,"Kratovo","EU","MK","http://en.wikipedia.org/wiki/Kratovo",
4369,"MK-44",44,"Kriva Palanka","EU","MK","http://en.wikipedia.org/wiki/Kriva_Palanka",
4370,"MK-45",45,"Krivogaštani","EU","MK","http://en.wikipedia.org/wiki/Krivogaštani",
4371,"MK-46",46,"Kruševo","EU","MK","http://en.wikipedia.org/wiki/Kruševo",
4372,"MK-47",47,"Kumanovo","EU","MK","http://en.wikipedia.org/wiki/Kumanovo",
4373,"MK-48",48,"Lipkovo","EU","MK","http://en.wikipedia.org/wiki/Lipkovo",
4374,"MK-49",49,"Lozovo","EU","MK","http://en.wikipedia.org/wiki/Lozovo",
4375,"MK-50",50,"Mavrovo-i-Rostuša","EU","MK","http://en.wikipedia.org/wiki/Mavrovo-i-Rostuša",
4376,"MK-51",51,"Makedonska Kamenica","EU","MK","http://en.wikipedia.org/wiki/Makedonska_Kamenica",
4377,"MK-52",52,"Makedonski Brod","EU","MK","http://en.wikipedia.org/wiki/Makedonski_Brod",
4378,"MK-53",53,"Mogila","EU","MK","http://en.wikipedia.org/wiki/Mogila",
4379,"MK-54",54,"Negotino","EU","MK","http://en.wikipedia.org/wiki/Negotino",
4380,"MK-55",55,"Novaci","EU","MK","http://en.wikipedia.org/wiki/Novaci",
4381,"MK-56",56,"Novo Selo","EU","MK","http://en.wikipedia.org/wiki/Novo_Selo",
4382,"MK-57",57,"Oslomej","EU","MK","http://en.wikipedia.org/wiki/Oslomej",
4383,"MK-58",58,"Ohrid","EU","MK","http://en.wikipedia.org/wiki/Ohrid",
4384,"MK-59",59,"Petrovec","EU","MK","http://en.wikipedia.org/wiki/Petrovec",
4385,"MK-60",60,"Pehčevo","EU","MK","http://en.wikipedia.org/wiki/Pehčevo",
4386,"MK-61",61,"Plasnica","EU","MK","http://en.wikipedia.org/wiki/Plasnica",
4387,"MK-62",62,"Prilep","EU","MK","http://en.wikipedia.org/wiki/Prilep",
4388,"MK-63",63,"Probištip","EU","MK","http://en.wikipedia.org/wiki/Probištip",
4389,"MK-64",64,"Radoviš","EU","MK","http://en.wikipedia.org/wiki/Radoviš",
4390,"MK-65",65,"Rankovce","EU","MK","http://en.wikipedia.org/wiki/Rankovce",
4391,"MK-66",66,"Resen","EU","MK","http://en.wikipedia.org/wiki/Resen",
4392,"MK-67",67,"Rosoman","EU","MK","http://en.wikipedia.org/wiki/Rosoman",
4393,"MK-68",68,"Saraj","EU","MK","http://en.wikipedia.org/wiki/Saraj",
4394,"MK-69",69,"Sveti Nikole","EU","MK","http://en.wikipedia.org/wiki/Sveti_Nikole",
4395,"MK-70",70,"Sopište","EU","MK","http://en.wikipedia.org/wiki/Sopište",
4396,"MK-71",71,"Staro Nagoričane","EU","MK","http://en.wikipedia.org/wiki/Staro_Nagoričane",
4397,"MK-72",72,"Struga","EU","MK","http://en.wikipedia.org/wiki/Struga",
4398,"MK-73",73,"Strumica","EU","MK","http://en.wikipedia.org/wiki/Strumica",
4399,"MK-74",74,"Studeničani","EU","MK","http://en.wikipedia.org/wiki/Studeničani",
4400,"MK-75",75,"Tearce","EU","MK","http://en.wikipedia.org/wiki/Tearce",
4401,"MK-76",76,"Tetovo","EU","MK","http://en.wikipedia.org/wiki/Tetovo",
4402,"MK-77",77,"Centar","EU","MK","http://en.wikipedia.org/wiki/Centar",
4403,"MK-78",78,"Centar Župa","EU","MK","http://en.wikipedia.org/wiki/Centar_Župa",
4404,"MK-79",79,"Čair","EU","MK","http://en.wikipedia.org/wiki/Čair",
4405,"MK-80",80,"Čaška","EU","MK","http://en.wikipedia.org/wiki/Čaška",
4406,"MK-81",81,"Češinovo-Obleševo","EU","MK","http://en.wikipedia.org/wiki/Češinovo-Obleševo",
4407,"MK-82",82,"Čučer Sandevo","EU","MK","http://en.wikipedia.org/wiki/Čučer_Sandevo",
4408,"MK-83",83,"Štip","EU","MK","http://en.wikipedia.org/wiki/Štip",
4409,"MK-84",84,"Šuto Orizari","EU","MK","http://en.wikipedia.org/wiki/Šuto_Orizari",
2440,"MK-U-A","U-A","(unassigned)","EU","MK",,
2441,"ML-1",1,"Kayes","AF","ML","http://en.wikipedia.org/wiki/Kayes",
2442,"ML-2",2,"Koulikoro","AF","ML","http://en.wikipedia.org/wiki/Koulikoro","Xoulikoro"
2443,"ML-3",3,"Sikasso","AF","ML","http://en.wikipedia.org/wiki/Sikasso",
2444,"ML-4",4,"Ségou","AF","ML","http://en.wikipedia.org/wiki/Ségou",
2445,"ML-5",5,"Mopti","AF","ML","http://en.wikipedia.org/wiki/Mopti",
2446,"ML-6",6,"Tombouctou","AF","ML","http://en.wikipedia.org/wiki/Tombouctou",
2447,"ML-7",7,"Gao","AF","ML","http://en.wikipedia.org/wiki/Gao",
2448,"ML-8",8,"Kidal","AF","ML","http://en.wikipedia.org/wiki/Kidal",
2449,"ML-BK0","BK0","Bamako","AF","ML","http://en.wikipedia.org/wiki/Bamako",
2450,"ML-U-A","U-A","(unassigned)","AF","ML",,
2451,"MM-01",01,"Sagaing Division","AS","MM","http://en.wikipedia.org/wiki/Sagaing_Division",
2452,"MM-02",02,"Bago Division","AS","MM","http://en.wikipedia.org/wiki/Bago_Division",
2453,"MM-03",03,"Magway Division","AS","MM","http://en.wikipedia.org/wiki/Magway_Division",
2454,"MM-04",04,"Mandalay Division","AS","MM","http://en.wikipedia.org/wiki/Mandalay_Division",
2455,"MM-05",05,"Tanintharyi Division","AS","MM","http://en.wikipedia.org/wiki/Tanintharyi_Division",
2456,"MM-06",06,"Yangon Division","AS","MM","http://en.wikipedia.org/wiki/Yangon_Division",
2457,"MM-07",07,"Ayeyarwady Division","AS","MM","http://en.wikipedia.org/wiki/Ayeyarwady_Division",
2458,"MM-11",11,"Kachin State","AS","MM","http://en.wikipedia.org/wiki/Kachin_State",
2459,"MM-12",12,"Kayah State","AS","MM","http://en.wikipedia.org/wiki/Kayah_State",
2460,"MM-13",13,"Kayin State","AS","MM","http://en.wikipedia.org/wiki/Kayin_State",
2461,"MM-14",14,"Chin State","AS","MM","http://en.wikipedia.org/wiki/Chin_State",
2462,"MM-15",15,"Mon State","AS","MM","http://en.wikipedia.org/wiki/Mon_State",
2463,"MM-16",16,"Rakhine State","AS","MM","http://en.wikipedia.org/wiki/Rakhine_State",
2464,"MM-17",17,"Shan State","AS","MM","http://en.wikipedia.org/wiki/Shan_State",
2465,"MM-U-A","U-A","(unassigned)","AS","MM",,
2466,"MN-035",035,"Orhon","AS","MN","http://en.wikipedia.org/wiki/Orhon",
2467,"MN-037",037,"Darhan uul","AS","MN","http://en.wikipedia.org/wiki/Darhan_uul",
2468,"MN-039",039,"Hentiy","AS","MN","http://en.wikipedia.org/wiki/Hentiy",
2469,"MN-041",041,"Khövsgöl","AS","MN","http://en.wikipedia.org/wiki/Kh%C3%B6vsg%C3%B6l_Province","Hovsgol, Хөвсгөл"
2470,"MN-043",043,"Khovd","AS","MN","http://en.wikipedia.org/wiki/Hovd","Ховд, Kobdo, Hovd"
2471,"MN-046",046,"Uvs","AS","MN","http://en.wikipedia.org/wiki/Uvs",
2472,"MN-047",047,"Tov","AS","MN","http://en.wikipedia.org/wiki/Tov",
2473,"MN-049",049,"Selenge","AS","MN","http://en.wikipedia.org/wiki/Selenge",
2474,"MN-051",051,"Shbaatar","AS","MN","http://en.wikipedia.org/wiki/Shbaatar",
2475,"MN-053",053,"Ömnögovi","AS","MN","http://en.wikipedia.org/wiki/Omnogovi","Өмнөговь"
2476,"MN-055",055,"Övörkhangai","AS","MN","http://en.wikipedia.org/wiki/Ovorhangay","Өвөрхангай"
2477,"MN-057",057,"Dzavhan","AS","MN","http://en.wikipedia.org/wiki/Dzavhan",
2478,"MN-059",059,"DundgovL","AS","MN","http://en.wikipedia.org/wiki/DundgovL",
2479,"MN-061",061,"Dornod","AS","MN","http://en.wikipedia.org/wiki/Dornod",
2480,"MN-063",063,"Dornogov,","AS","MN","http://en.wikipedia.org/wiki/Dornogov,",
2481,"MN-064",064,"Govi-Smber","AS","MN","http://en.wikipedia.org/wiki/Govi-Smber",
2482,"MN-065",065,"Govi-Altay","AS","MN","http://en.wikipedia.org/wiki/Govi-Altay",
2483,"MN-067",067,"Bulgan","AS","MN","http://en.wikipedia.org/wiki/Bulgan",
2484,"MN-069",069,"Bayanhongor","AS","MN","http://en.wikipedia.org/wiki/Bayanhongor",
2485,"MN-071",071,"Bayan-Olgiy","AS","MN","http://en.wikipedia.org/wiki/Bayan-Olgiy",
2486,"MN-073",073,"Arhangay","AS","MN","http://en.wikipedia.org/wiki/Arhangay",
2487,"MN-1",1,"Ulanbaatar","AS","MN","http://en.wikipedia.org/wiki/Ulanbaatar",
2488,"MN-U-A","U-A","(unassigned)","AS","MN",,
2489,"MO-U-A","U-A","(unassigned)","AS","MO",,
2490,"MP-U-A","U-A","(unassigned)","OC","MP",,
2491,"MQ-U-A","U-A","(unassigned)","NA","MQ",,
2492,"MR-01",01,"Hodh ech Chargui","AF","MR","http://en.wikipedia.org/wiki/Hodh_ech_Chargui",
2493,"MR-02",02,"Hodh el Charbi","AF","MR","http://en.wikipedia.org/wiki/Hodh_el_Charbi",
2494,"MR-03",03,"Assaba","AF","MR","http://en.wikipedia.org/wiki/Assaba",
2495,"MR-04",04,"Gorgol","AF","MR","http://en.wikipedia.org/wiki/Gorgol",
2496,"MR-05",05,"Brakna","AF","MR","http://en.wikipedia.org/wiki/Brakna",
2497,"MR-06",06,"Trarza","AF","MR","http://en.wikipedia.org/wiki/Trarza",
2498,"MR-07",07,"Adrar","AF","MR","http://en.wikipedia.org/wiki/Adrar",
2499,"MR-08",08,"Dakhlet Nouadhibou","AF","MR","http://en.wikipedia.org/wiki/Dakhlet_Nouadhibou",
2500,"MR-09",09,"Tagant","AF","MR","http://en.wikipedia.org/wiki/Tagant",
2501,"MR-10",10,"Guidimaka","AF","MR","http://en.wikipedia.org/wiki/Guidimaka",
2502,"MR-11",11,"Tiris Zemmour","AF","MR","http://en.wikipedia.org/wiki/Tiris_Zemmour",
2503,"MR-12",12,"Inchiri","AF","MR","http://en.wikipedia.org/wiki/Inchiri",
2504,"MR-NKC","NKC","Nouakchott","AF","MR","http://en.wikipedia.org/wiki/Nouakchott",
2505,"MR-U-A","U-A","(unassigned)","AF","MR",,
2506,"MS-U-A","U-A","(unassigned)","NA","MS",,
4799,"MT-01",01,"Attard","EU","MT","http://en.wikipedia.org/wiki/Attard",
4800,"MT-02",02,"Balzan","EU","MT","http://en.wikipedia.org/wiki/Balzan",
4801,"MT-03",03,"Birgu","EU","MT","http://en.wikipedia.org/wiki/Birgu",
4802,"MT-04",04,"Birkirkara","EU","MT","http://en.wikipedia.org/wiki/Birkirkara",
4803,"MT-05",05,"Bir?ebbu?a","EU","MT","http://en.wikipedia.org/wiki/Bir?ebbu?a",
4804,"MT-06",06,"Bormla","EU","MT","http://en.wikipedia.org/wiki/Bormla",
4805,"MT-07",07,"Dingli","EU","MT","http://en.wikipedia.org/wiki/Dingli",
